,short_name,player_positions,overall,nationality_name,age,dob,league_name,height_cm,weight_kg,year,month,day,trimestre
2859,D. Fry,CB,73,England,23,1997-08-30,English League Championship,191,72,1997,8,30,3
2897,T. Chalobah,"CB, CDM, CM",73,England,21,1999-07-05,English Premier League,191,84,1999,7,5,3
2902,J. Dasilva,"CM, CAM, CDM",73,England,22,1998-10-23,English Premier League,184,75,1998,10,23,4
2954,O. Ejaria,"LM, CM, CAM",73,England,23,1997-11-18,English League Championship,188,74,1997,11,18,4
3001,N. Phillips,CB,73,England,24,1997-03-21,English Premier League,190,84,1997,3,21,1
3004,M. Gu̩hi,CB,73,England,20,2000-07-13,English Premier League,185,75,2000,7,13,3
3017,C. Jones,CM,73,England,20,2001-01-30,English Premier League,185,75,2001,1,30,1
3040,H. Elliott,"RW, CM",73,England,18,2003-04-04,English Premier League,170,64,2003,4,4,2
3107,B. Sharp,ST,72,England,35,1986-02-05,English League Championship,175,70,1986,2,5,1
3113,S. Sinclair,"LM, RM, ST",72,England,32,1989-03-25,English League Championship,178,70,1989,3,25,1
3143,R. Bennett,CB,72,England,31,1990-03-06,English League Championship,188,78,1990,3,6,1
3149,A. Smithies,GK,72,England,31,1990-03-05,English League Championship,189,88,1990,3,5,1
3151,D. Gosling,CM,72,England,31,1990-02-01,English Premier League,183,79,1990,2,1,1
3154,K. Gibbs,"LB, LWB",72,England,31,1989-09-26,USA Major League Soccer,179,70,1989,9,26,3
3155,D. Drinkwater,"CM, CDM",72,England,31,1990-03-05,English League Championship,178,80,1990,3,5,1
3157,K. Bartley,CB,72,England,30,1991-05-22,English League Championship,194,94,1991,5,22,2
3195,J. Steer,GK,72,England,28,1992-09-23,English Premier League,188,80,1992,9,23,3
3204,S. Malone,"LWB, LB",72,England,30,1991-03-25,English League Championship,189,75,1991,3,25,1
3214,S. Clucas,"CM, CDM",72,England,30,1990-09-25,English League Championship,188,74,1990,9,25,3
3223,C. Austin,ST,72,England,31,1989-07-05,English League Championship,188,84,1989,7,5,3
3225,M. Pack,"CDM, CM, CB",72,England,30,1991-03-25,English League Championship,188,76,1991,3,25,1
3227,J. Bidwell,"LWB, LB",72,England,28,1993-03-21,English League Championship,183,80,1993,3,21,1
3242,J. Robinson,"CB, LB",72,England,27,1993-09-01,English League Championship,180,67,1993,9,1,3
3263,B. Gibson,CB,72,England,28,1993-01-15,English Premier League,185,78,1993,1,15,1
3267,J. Lundstram,CM,72,England,27,1994-02-18,Scottish Premiership,181,74,1994,2,18,1
3269,N. Powell,"CAM, CM",72,England,27,1994-03-23,English League Championship,183,65,1994,3,23,1
3284,C. Townsend,"LWB, LB",72,England,28,1993-03-04,English League Championship,183,73,1993,3,4,1
3309,J. Price,"CDM, CM",72,England,28,1992-12-19,USA Major League Soccer,170,69,1992,12,19,4
3316,J. Murphy,"RM, RWB",72,England,26,1995-02-24,English Premier League,179,74,1995,2,24,1
3351,B. Osborn,"LWB, CM",72,England,26,1994-08-05,English League Championship,176,75,1994,8,5,3
3366,M. Lowe,"LB, LWB",72,England,24,1997-05-11,English League Championship,175,74,1997,5,11,2
3409,D. Fisher,RB,72,England,27,1994-04-04,English League Championship,175,70,1994,4,4,2
3419,A. Gunn,GK,72,England,25,1996-01-22,English Premier League,196,77,1996,1,22,1
3429,J. Laurent,"CDM, CM",72,England,26,1995-05-06,English League Championship,188,76,1995,5,6,2
3449,J. Stacey,"RB, RWB",72,England,25,1996-04-06,English League Championship,178,62,1996,4,6,2
3453,M. Clarke,CB,72,England,24,1996-09-22,English League Championship,185,83,1996,9,22,3
3471,R. Ledson,"CDM, CM",72,England,23,1997-08-19,English League Championship,175,69,1997,8,19,3
3480,R. Dickie,CB,72,England,25,1996-03-03,English League Championship,195,74,1996,3,3,1
3490,D. Furlong,"RWB, RB",72,England,25,1995-10-31,English League Championship,183,75,1995,10,31,4
3509,K. Grant,"ST, LW, LM",72,England,23,1997-09-18,English League Championship,182,70,1997,9,18,3
3606,J. Worrall,CB,72,England,24,1997-01-10,English League Championship,190,90,1997,1,10,1
3617,R. Nelson,RW,72,England,21,1999-12-10,Holland Eredivisie,175,71,1999,12,10,4
3656,L. Travis,"CDM, CM",72,England,23,1997-10-16,English League Championship,183,63,1997,10,16,4
3687,S. Longstaff,"CM, CAM",72,England,23,1997-10-30,English Premier League,180,65,1997,10,30,4
3694,C. O'Hare,"CAM, RW",72,England,23,1998-05-01,English League Championship,173,65,1998,5,1,2
3822,E. Green,GK,72,England,20,2000-07-19,French Ligue 1,190,78,2000,7,19,3
3849,B. Wright-Phillips,ST,71,England,36,1985-03-12,USA Major League Soccer,173,75,1985,3,12,1
3884,J. Hogg,"CDM, CM",71,England,32,1988-12-06,English League Championship,176,73,1988,12,6,4
3899,K. Naughton,"RWB, RB, CB",71,England,32,1988-11-17,English League Championship,180,73,1988,11,17,4
3908,M. Morrison,CB,71,England,33,1988-03-03,English League Championship,188,76,1988,3,3,1
3918,J. Bennett,LB,71,England,31,1990-03-28,English League One,178,74,1990,3,28,1
3925,H. Dean,CB,71,England,29,1991-07-26,English League Championship,191,75,1991,7,26,3
3942,A. Forshaw,"CM, CDM",71,England,29,1991-10-08,English Premier League,174,71,1991,10,8,4
3987,J. Clarke-Harris,ST,71,England,26,1994-07-21,English League Championship,183,78,1994,7,21,3
3989,C. Nelson,CB,71,England,28,1993-05-21,English League Championship,183,74,1993,5,21,2
3994,T. Barkhuizen,"RM, RWB, ST",71,England,27,1993-07-04,English League Championship,179,70,1993,7,4,3
4005,A. Flint,CB,71,England,31,1989-07-11,English League Championship,197,83,1989,7,11,3
4010,N. Byrne,"RB, RWB",71,England,29,1992-06-05,English League Championship,172,70,1992,6,5,2
4015,S. Ameobi,"RM, LM, LW",71,England,29,1992-05-01,English League Championship,190,78,1992,5,1,2
4021,T. Smith,"RWB, RB",71,England,29,1992-04-14,English League Championship,186,84,1992,4,14,2
4025,A. Reach,"LWB, CM, RW",71,England,28,1993-02-03,English League Championship,185,73,1993,2,3,1
4026,M. Bettinelli,GK,71,England,29,1992-05-24,English Premier League,194,82,1992,5,24,2
4031,J. Ralls,"CM, CDM, CAM",71,England,27,1993-10-12,English League Championship,178,70,1993,10,12,4
4043,C. Woodrow,"ST, LW, RW",71,England,26,1994-12-02,English League Championship,184,74,1994,12,2,4
4045,H. Toffolo,"LWB, LB",71,England,25,1995-08-19,English League Championship,183,71,1995,8,19,3
4113,C. Akpom,ST,71,England,25,1995-10-09,Greek Super League,186,81,1995,10,9,4
4138,G. Honeyman,"CM, CAM",71,England,26,1994-09-08,English League Championship,173,72,1994,9,8,3
4167,D. Phillips,GK,71,England,26,1995-06-11,English League Championship,188,89,1995,6,11,2
4192,J. Lolley,"RM, LM, CAM",71,England,28,1992-08-25,English League Championship,178,72,1992,8,25,3
4198,P. Roberts,"RM, RW, CAM",71,England,24,1997-02-05,French Ligue 1,170,66,1997,2,5,1
4248,K. Dowell,"CAM, LM",71,England,23,1997-10-10,English Premier League,185,70,1997,10,10,4
4261,A. Rinomhota,"CDM, CM, RM",71,England,24,1997-04-21,English League Championship,175,72,1997,4,21,2
4343,J. Dasilva,"LB, LWB",71,England,23,1998-04-22,English League Championship,170,64,1998,4,22,2
4346,I. Ugbo,ST,71,England,22,1998-09-21,Belgian Jupiler Pro League,185,73,1998,9,21,3
4361,Ronaldo Vieira,"CDM, CM",71,England,22,1998-07-19,Italian Serie A,178,70,1998,7,19,3
4367,C. Styles,"LWB, CM",71,England,21,2000-03-27,English League Championship,170,60,2000,3,27,1
4392,M. Gibbs-White,"CAM, CM",71,England,21,2000-01-27,English League Championship,178,70,2000,1,27,1
4411,K. Dewsbury-Hall,"CM, CDM",71,England,22,1998-09-06,English Premier League,177,70,1998,9,6,3
4418,J. Elliott,"CB, CDM",71,England,25,1995-08-24,USA Major League Soccer,196,82,1995,8,24,3
4444,A. Gomes,"LM, ST",71,England,20,2000-08-31,French Ligue 1,168,56,2000,8,31,3
4451,T. Mitchell,LB,71,England,21,1999-09-01,English Premier League,180,70,1999,9,1,3
4492,M. Longstaff,"CM, CDM, CAM",71,England,21,2000-03-21,Scottish Premiership,171,65,2000,3,21,1
4565,L. Thomas,"LWB, LB",71,England,20,2001-06-10,English Premier League,177,68,2001,6,10,2
4593,P. Jagielka,CB,70,England,38,1982-08-17,English League Championship,180,87,1982,8,17,3
4605,J. Lewis,GK,70,England,33,1987-10-06,Scottish Premiership,198,85,1987,10,6,4
4609,S. Taylor,CB,70,England,35,1986-01-23,Australian Hyundai A-League,188,91,1986,1,23,1
4614,J. Ruddy,GK,70,England,34,1986-10-24,English Premier League,193,97,1986,10,24,4
4615,C. Davies,CB,70,England,36,1985-03-15,English League Championship,188,76,1985,3,15,1
4616,A. Le Fondre,ST,70,England,34,1986-12-02,Australian Hyundai A-League,180,73,1986,12,2,4
4622,L. Freeman,"LM, CAM",70,England,29,1992-03-22,English League Championship,172,73,1992,3,22,1
4625,L. Grabban,ST,70,England,33,1988-01-12,English League Championship,183,78,1988,1,12,1
4639,G. Hooper,"ST, CF",70,England,33,1988-01-26,Australian Hyundai A-League,179,82,1988,1,26,1
4645,J. Howson,"CM, CDM, CB",70,England,33,1988-05-21,English League Championship,180,77,1988,5,21,2
4672,N. Baker,CB,70,England,30,1991-04-23,English League Championship,189,82,1991,4,23,2
4698,W. Foderingham,GK,70,England,30,1991-01-14,English League Championship,185,75,1991,1,14,1
4718,D. Batth,CB,70,England,30,1990-09-21,English League Championship,191,90,1990,9,21,3
4725,M. Gillespie,GK,70,England,29,1992-03-27,English Premier League,192,83,1992,3,27,1
4751,J. Paterson,"CAM, CM",70,England,29,1991-12-20,English League Championship,175,68,1991,12,20,4
4757,R. Leonard,"CDM, CM",70,England,29,1992-05-24,English League Championship,185,82,1992,5,24,2
4786,S. Bradley,CB,70,England,29,1991-09-13,English League Championship,196,90,1991,9,13,3
4807,R. Woods,"CDM, CM",70,England,27,1993-12-13,English League Championship,173,70,1993,12,13,4
4814,C. Walton,GK,70,England,25,1995-11-09,English League One,195,72,1995,11,9,4
4816,M. Pearson,"CB, RB",70,England,27,1993-08-03,English League Championship,190,78,1993,8,3,3
4818,A. Mawson,CB,70,England,27,1994-01-19,English League Championship,189,90,1994,1,19,1
4852,L. Baker,"CDM, CAM, CM",70,England,26,1995-04-25,English Premier League,182,72,1995,4,25,2
4874,I. Brown,"CAM, CM",70,England,24,1997-01-07,English League Championship,182,70,1997,1,7,1
4877,F. Dabo,"RWB, RB",70,England,25,1995-10-11,English League Championship,181,76,1995,10,11,4
4930,D. Iorfa,"CB, RB",70,England,26,1995-06-24,English League One,193,78,1995,6,24,2
4950,J. Hugill,ST,70,England,29,1992-06-04,English League Championship,183,85,1992,6,4,2
4984,P. Ng,"RWB, RB, LWB",70,England,25,1996-06-24,English League Championship,180,77,1996,6,24,2
4990,J. Williams,"CDM, CM, CAM",70,England,24,1996-12-08,English League Championship,185,80,1996,12,8,4
