,short_name,player_positions,overall,nationality_name,age,dob,league_name,height_cm,weight_kg,year,month,day,trimestre
324,IÃ±igo MartÃ­nez,CB,81,Spain,30,1991-05-17,Spain Primera Division,182,77,1991,5,17,2
335,Lucas VÃ¡zquez,"RW, RB, RM",81,Spain,30,1991-07-01,Spain Primera Division,173,70,1991,7,1,3
347,IÃ±aki Williams,"ST, RW",81,Spain,27,1994-06-15,Spain Primera Division,186,80,1994,6,15,2
349,Morales,"ST, LM",81,Spain,33,1987-07-23,Spain Primera Division,180,70,1987,7,23,3
356,David Soria,GK,81,Spain,28,1993-04-04,Spain Primera Division,192,85,1993,4,4,2
363,Ãlex Remiro,GK,81,Spain,26,1995-03-24,Spain Primera Division,191,83,1995,3,24,1
364,Yeray,CB,81,Spain,26,1995-01-24,Spain Primera Division,182,79,1995,1,24,1
375,Carlos Soler,"CM, RM, LM",81,Spain,24,1997-01-02,Spain Primera Division,180,76,1997,1,2,1
380,Cucurella,"LM, LB",81,Spain,22,1998-07-22,English Premier League,172,66,1998,7,22,3
383,ReguilÃ³n,LB,81,Spain,24,1996-12-16,English Premier League,178,68,1996,12,16,4
387,Pedri,CM,81,Spain,18,2002-11-25,Spain Primera Division,174,61,2002,11,25,4
393,RaÃºl GarcÃ­a,"ST, CAM",80,Spain,34,1986-07-11,Spain Primera Division,184,83,1986,7,11,3
400,Nacho Monreal,LB,80,Spain,35,1986-02-26,Spain Primera Division,180,77,1986,2,26,1
406,JosÃ© CallejÃ³n,"RM, RW",80,Spain,34,1987-02-11,Italian Serie A,178,73,1987,2,11,1
411,Guaita,GK,80,Spain,34,1987-01-10,English Premier League,190,80,1987,1,10,1
419,Bartra,"CB, CDM",80,Spain,30,1991-01-15,Spain Primera Division,184,73,1991,1,15,1
420,Pablo Sarabia,"RW, CAM",80,Spain,29,1992-05-11,Portuguese Liga ZON SAGRES,174,70,1992,5,11,2
432,Pozuelo,"CAM, ST",80,Spain,29,1991-09-20,USA Major League Soccer,170,63,1991,9,20,3
442,Roger,ST,80,Spain,30,1991-01-03,Spain Primera Division,179,74,1991,1,3,1
446,Pacheco,GK,80,Spain,29,1992-05-18,Spain Primera Division,186,81,1992,5,18,2
447,Jonny,"LWB, RWB",80,Spain,27,1994-03-03,English Premier League,170,70,1994,3,3,1
456,Capa,RB,80,Spain,29,1992-02-08,Spain Primera Division,175,75,1992,2,8,1
459,Embarba,"RM, LM, ST",80,Spain,29,1992-05-07,Spain Primera Division,173,68,1992,5,7,2
462,Pau LÃ³pez,GK,80,Spain,26,1994-12-13,French Ligue 1,189,77,1994,12,13,4
469,Borja Iglesias,ST,80,Spain,28,1993-01-17,Spain Primera Division,187,86,1993,1,17,1
470,Joan JordÃ¡n,"CM, CDM",80,Spain,26,1994-07-06,Spain Primera Division,183,74,1994,7,6,3
472,Ãlex Berenguer,"RM, LM",80,Spain,25,1995-07-04,Spain Primera Division,175,73,1995,7,4,3
502,Unai NÃºÃ±ez,CB,80,Spain,24,1997-01-30,Spain Primera Division,186,81,1997,1,30,1
505,Pedro Porro,"RWB, RM",80,Spain,21,1999-09-13,Portuguese Liga ZON SAGRES,176,71,1999,9,13,3
509,Iniesta,"CM, CAM",79,Spain,37,1984-05-11,Japanese J. League Division 1,171,68,1984,5,11,2
522,Montoro,"CDM, CM, CAM",79,Spain,33,1988-06-25,Spain Primera Division,181,72,1988,6,25,2
526,Iborra,"CDM, CM",79,Spain,33,1988-01-16,Spain Primera Division,190,80,1988,1,16,1
530,Illarramendi,"CDM, CM",79,Spain,31,1990-03-08,Spain Primera Division,179,74,1990,3,8,1
535,Ander Herrera,"CM, CDM",79,Spain,31,1989-08-14,French Ligue 1,182,71,1989,8,14,3
539,Marcos Alonso,"LWB, LB",79,Spain,30,1990-12-28,English Premier League,188,85,1990,12,28,4
540,Mario Gaspar,RB,79,Spain,30,1990-11-24,Spain Primera Division,180,77,1990,11,24,4
547,GermÃ¡n,CB,79,Spain,34,1986-10-31,Spain Primera Division,187,82,1986,10,31,4
548,Rodrigo,"CAM, ST, CM",79,Spain,30,1991-03-06,English Premier League,182,77,1991,3,6,1
551,Lucas PÃ©rez,ST,79,Spain,32,1988-09-10,Spain Primera Division,180,73,1988,9,10,3
553,Cristian Tello,"LM, RM",79,Spain,29,1991-08-19,Spain Primera Division,178,65,1991,8,19,3
558,Deulofeu,"LM, CF",79,Spain,27,1994-03-13,Italian Serie A,177,73,1994,3,13,1
559,Sergi Darder,"CM, CDM",79,Spain,27,1993-12-22,Spain Primera Division,180,71,1993,12,22,4
562,Ãlvaro,CB,79,Spain,31,1990-01-08,French Ligue 1,182,75,1990,1,8,1
566,Edgar Badia,GK,79,Spain,29,1992-02-12,Spain Primera Division,180,70,1992,2,12,1
573,Manu Trigueros,"CM, RM, LM",79,Spain,29,1991-10-17,Spain Primera Division,178,75,1991,10,17,4
574,Kepa,GK,79,Spain,26,1994-10-03,English Premier League,186,88,1994,10,3,4
580,De TomÃ¡s,ST,79,Spain,26,1994-10-17,Spain Primera Division,180,79,1994,10,17,4
585,RubÃ©n GarcÃ­a,"LM, ST, RM",79,Spain,27,1993-07-14,Spain Primera Division,171,71,1993,7,14,3
586,RubÃ©n PeÃ±a,"RB, RM, LB",79,Spain,29,1991-07-18,Spain Primera Division,170,65,1991,7,18,3
609,Mata,ST,79,Spain,32,1988-10-24,Spain Primera Division,185,79,1988,10,24,4
618,Aritz Elustondo,"CB, RB",79,Spain,27,1994-03-28,Spain Primera Division,180,71,1994,3,28,1
620,Pablo Fornals,"LM, RM, CAM",79,Spain,25,1996-02-22,English Premier League,178,67,1996,2,22,1
636,Zubeldia,"CB, CM, CDM",79,Spain,24,1997-03-30,Spain Primera Division,181,73,1997,3,30,1
637,Odriozola,RB,79,Spain,25,1995-12-14,Italian Serie A,176,66,1995,12,14,4
663,Pepe Reina,GK,78,Spain,38,1982-08-31,Italian Serie A,188,92,1982,8,31,3
664,Negredo,ST,78,Spain,35,1985-08-20,Spain Primera Division,186,86,1985,8,20,3
678,Pedro LeÃ³n,"RM, LM",78,Spain,34,1986-11-24,Spanish Segunda DivisiÃ³n,183,73,1986,11,24,4
680,Ãngel,ST,78,Spain,34,1987-04-26,Spain Primera Division,172,68,1987,4,26,2
682,Juan Mata,"CAM, RM",78,Spain,33,1988-04-28,English Premier League,170,63,1988,4,28,2
700,Pedro,"CF, RW",78,Spain,33,1987-07-28,Italian Serie A,169,65,1987,7,28,3
706,Kike GarcÃ­a,ST,78,Spain,31,1989-11-25,Spain Primera Division,186,79,1989,11,25,4
707,Escudero,"LB, LM",78,Spain,31,1989-09-02,Spain Primera Division,176,72,1989,9,2,3
708,Jaume Costa,"LB, RB",78,Spain,33,1988-03-18,Spain Primera Division,171,62,1988,3,18,1
711,VÃ­ctor Ruiz,CB,78,Spain,32,1989-01-25,Spain Primera Division,185,78,1989,1,25,1
712,Laguardia,CB,78,Spain,31,1989-11-05,Spain Primera Division,185,80,1989,11,5,4
719,Oriol Romeu,"CDM, CM",78,Spain,29,1991-09-24,English Premier League,183,83,1991,9,24,3
721,Vitolo,"LM, RM",78,Spain,31,1989-11-02,Spain Primera Division,185,79,1989,11,2,4
730,HÃ©ctor BellerÃ­n,"RB, RWB",78,Spain,26,1995-03-19,Spain Primera Division,178,74,1995,3,19,1
734,Denis SuÃ¡rez,"CM, LM, LW",78,Spain,27,1994-01-06,Spain Primera Division,178,66,1994,1,6,1
738,Moi GÃ³mez,"LM, RM, CM",78,Spain,27,1994-06-23,Spain Primera Division,176,73,1994,6,23,2
739,Roberto Torres,"RM, LM, CM",78,Spain,32,1989-03-17,Spain Primera Division,178,72,1989,3,17,1
753,Carles Gil,"CAM, RM",78,Spain,28,1992-11-02,USA Major League Soccer,170,66,1992,11,2,4
760,Puertas,"RM, LM",78,Spain,29,1992-02-21,Spain Primera Division,183,77,1992,2,21,1
763,Adama TraorÃ©,"RW, RWB",78,Spain,25,1996-01-25,English Premier League,178,72,1996,1,25,1
769,Ayoze PÃ©rez,"RW, RM",78,Spain,27,1993-07-29,English Premier League,178,72,1993,7,29,3
770,Dani GarcÃ­a,CM,78,Spain,31,1990-05-24,Spain Primera Division,180,81,1990,5,24,2
773,Ãlex Moreno,"LB, LWB, LM",78,Spain,28,1993-06-08,Spain Primera Division,179,68,1993,6,8,2
784,Jony,LM,78,Spain,29,1991-07-09,Italian Serie A,179,71,1991,7,9,3
787,Sergio Herrera,GK,78,Spain,28,1993-06-06,Spain Primera Division,192,82,1993,6,6,2
792,David GarcÃ­a,CB,78,Spain,27,1994-02-14,Spain Primera Division,185,72,1994,2,14,1
820,Brahim,"CAM, LW, LM",78,Spain,21,1999-08-03,Italian Serie A,171,59,1999,8,3,3
842,Junior Firpo,"LB, LM",78,Spain,24,1996-08-22,English Premier League,184,78,1996,8,22,3
845,Luis Milla,"CDM, CM, CAM",78,Spain,26,1994-10-07,Spain Primera Division,175,67,1994,10,7,4
847,De Frutos,"RM, LM",78,Spain,24,1997-02-20,Spain Primera Division,176,71,1997,2,20,1
852,Puado,"LM, ST, CAM",78,Spain,23,1998-05-25,Spain Primera Division,177,69,1998,5,25,2
858,Carlos Neva,LB,78,Spain,25,1996-06-12,Spain Primera Division,174,64,1996,6,12,2
865,Diego LÃ³pez,GK,77,Spain,39,1981-11-03,Spain Primera Division,196,89,1981,11,3,4
866,Soldado,ST,77,Spain,36,1985-05-27,Spain Primera Division,180,74,1985,5,27,2
867,Jorge Molina,ST,77,Spain,39,1982-04-22,Spain Primera Division,188,72,1982,4,22,2
875,Marcano,CB,77,Spain,34,1987-06-23,Portuguese Liga ZON SAGRES,189,77,1987,6,23,2
876,Joselu,ST,77,Spain,31,1990-03-27,Spain Primera Division,192,80,1990,3,27,1
885,VÃ­ctor DÃ­az,"RB, CB",77,Spain,33,1988-06-12,Spain Primera Division,184,72,1988,6,12,2
893,Rochina,"RM, CM, CAM",77,Spain,30,1991-03-23,Spain Primera Division,182,76,1991,3,23,1
897,Aridane,CB,77,Spain,32,1989-03-23,Spain Primera Division,186,77,1989,3,23,1
898,Cote,LB,77,Spain,31,1989-09-05,Spain Primera Division,182,77,1989,9,5,3
899,De Marcos,"RB, RM, RW",77,Spain,32,1989-04-14,Spain Primera Division,182,78,1989,4,14,2
900,Oier,"CDM, CM",77,Spain,35,1986-05-25,Spain Primera Division,178,72,1986,5,25,2
909,Hugo Mallo,"RB, RWB",77,Spain,30,1991-06-22,Spain Primera Division,173,69,1991,6,22,2
934,David LÃ³pez,"CB, CDM",77,Spain,31,1989-10-09,Spain Primera Division,183,81,1989,10,9,4
937,Aleix Vidal,"RB, RM, LM",77,Spain,31,1989-08-21,Spain Primera Division,177,70,1989,8,21,3
945,Clerc,LB,77,Spain,29,1992-02-21,Spain Primera Division,182,69,1992,2,21,1
949,Sergio Rico,GK,77,Spain,27,1993-09-01,French Ligue 1,196,90,1993,9,1,3
956,Ãliver Torres,"CM, LW",77,Spain,26,1994-11-10,Spain Primera Division,175,70,1994,11,10,4
959,Samu Castillejo,"RW, RM",77,Spain,26,1995-01-18,Italian Serie A,182,67,1995,1,18,1
971,Diego Llorente,CB,77,Spain,27,1993-08-16,English Premier League,186,76,1993,8,16,3
972,Santi Mina,"ST, RW",77,Spain,25,1995-12-07,Spain Primera Division,181,77,1995,12,7,4
995,ZaldÃºa,RB,77,Spain,29,1992-06-24,Spain Primera Division,176,69,1992,6,24,2
1002,Unai LÃ³pez,"CM, CDM",77,Spain,25,1995-10-30,Spain Primera Division,170,69,1995,10,30,4
1004,Dani Ceballos,"CM, CDM",77,Spain,24,1996-08-07,Spain Primera Division,179,68,1996,8,7,3
1021,RubÃ©n Duarte,"LB, CB",77,Spain,25,1995-10-18,Spain Primera Division,180,75,1995,10,18,4
1024,Melero,"CM, ST, LM",77,Spain,27,1994-01-02,Spain Primera Division,183,77,1994,1,2,1
1029,Pedraza,"LB, LM, LWB",77,Spain,25,1996-04-09,Spain Primera Division,184,73,1996,4,9,2
1058,Rafa Mir,ST,77,Spain,24,1997-06-18,Spain Primera Division,191,87,1997,6,18,2
1074,Salvi SÃ¡nchez,RM,77,Spain,30,1991-03-30,Spain Primera Division,175,64,1991,3,30,1
1081,Marc Roca,"CDM, CM",77,Spain,24,1996-11-26,German 1. Bundesliga,184,77,1996,11,26,4
1105,Gorosabel,RB,77,Spain,24,1996-08-04,Spain Primera Division,174,70,1996,8,4,3
1119,Eric GarcÃ­a,CB,77,Spain,20,2001-01-09,Spain Primera Division,182,76,2001,1,9,1
1140,AndrÃ©s FernÃ¡ndez,GK,76,Spain,34,1986-12-16,Spanish Segunda DivisiÃ³n,187,82,1986,12,16,4
1141,IvÃ¡n CuÃ©llar,GK,76,Spain,37,1984-05-27,Spanish Segunda DivisiÃ³n,188,82,1984,5,27,2
1148,Cesc FÃ bregas,"CM, CAM, CDM",76,Spain,34,1987-05-04,French Ligue 1,179,76,1987,5,4,2
1200,Joel Robles,GK,76,Spain,31,1990-06-17,Spain Primera Division,195,90,1990,6,17,2
1202,TomÃ¡s Pina,"CM, CDM",76,Spain,33,1987-10-14,Spain Primera Division,184,78,1987,10,14,4
1206,Nolito,"LM, LW, CM",76,Spain,34,1986-10-15,Spain Primera Division,175,73,1986,10,15,4
1207,Jordi Masip,GK,76,Spain,32,1989-01-03,Spanish Segunda DivisiÃ³n,180,76,1989,1,3,1
1208,Sergi GÃ³mez,CB,76,Spain,29,1992-03-28,Spain Primera Division,185,76,1992,3,28,1
1234,Roque Mesa,"CM, CDM",76,Spain,32,1989-06-07,Spanish Segunda DivisiÃ³n,171,74,1989,6,7,2
1246,Alberto Moreno,"LB, LM",76,Spain,28,1992-07-05,Spain Primera Division,171,65,1992,7,5,3
1254,Pablo MarÃ­,CB,76,Spain,27,1993-08-31,English Premier League,193,87,1993,8,31,3
1266,Ãscar Plano,"RM, LM",76,Spain,30,1991-02-11,Spanish Segunda DivisiÃ³n,180,72,1991,2,11,1
1340,Bustinza,"CB, RB",76,Spain,29,1992-02-02,Spanish Segunda DivisiÃ³n,175,75,1992,2,2,1
1358,Borja Mayoral,ST,76,Spain,24,1997-04-05,Italian Serie A,182,74,1997,4,5,2
1361,Robert SanchÃ©z,GK,76,Spain,23,1997-11-18,English Premier League,197,85,1997,11,18,4
1364,Toni Villa,"LM, CAM, CM",76,Spain,26,1995-01-07,Spanish Segunda DivisiÃ³n,172,63,1995,1,7,1
1365,Edu ExpÃ³sito,"CDM, CM, CAM",76,Spain,24,1996-08-01,Spanish Segunda DivisiÃ³n,179,67,1996,8,1,3
1387,Isi,"RM, LM, CAM",76,Spain,26,1994-12-27,Spain Primera Division,169,71,1994,12,27,4
1398,Toni MartÃ­nez,ST,76,Spain,24,1997-06-30,Portuguese Liga ZON SAGRES,187,84,1997,6,30,2
1404,Pol Lirola,"RWB, RM, RB",76,Spain,23,1997-08-13,French Ligue 1,183,70,1997,8,13,3
1405,Brais MÃ©ndez,"RM, CM, ST",76,Spain,24,1997-01-07,Spain Primera Division,187,76,1997,1,7,1
1409,Melendo,"CAM, RM, ST",76,Spain,23,1997-08-23,Spain Primera Division,167,63,1997,8,23,3
1422,Ander Guevara,"CM, CDM",76,Spain,23,1997-07-07,Spain Primera Division,180,73,1997,7,7,3
1425,Miranda,"LB, LWB",76,Spain,21,2000-01-19,Spain Primera Division,185,79,2000,1,19,1
1431,Loren,ST,76,Spain,27,1993-12-30,Spain Primera Division,188,82,1993,12,30,4
1437,Riqui Puig,CM,76,Spain,21,1999-08-13,Spain Primera Division,169,56,1999,8,13,3
1444,Gonzalo Villar,"CM, CDM",76,Spain,23,1998-03-23,Italian Serie A,181,73,1998,3,23,1
1452,Bryan Gil,"LM, RM, CAM",76,Spain,20,2001-02-11,English Premier League,175,65,2001,2,11,1
1459,Ansu Fati,LW,76,Spain,18,2002-10-31,Spain Primera Division,178,66,2002,10,31,4
1468,Vesga,CM,75,Spain,28,1993-05-21,Spain Primera Division,191,84,1993,5,21,2
1477,Salva Sevilla,"CDM, CM",75,Spain,37,1984-03-18,Spain Primera Division,178,71,1984,3,18,1
1532,Kiko Olivas,CB,75,Spain,32,1988-08-21,Spanish Segunda DivisiÃ³n,186,71,1988,8,21,3
1546,Kiko FemenÃ­a,"RB, LB",75,Spain,30,1991-02-02,English Premier League,174,61,1991,2,2,1
1550,Balenziaga,"LB, CB",75,Spain,33,1988-02-29,Spain Primera Division,177,77,1988,2,29,1
1569,HerrerÃ­n,GK,75,Spain,33,1988-01-25,Saudi Abdul L. Jameel League,187,89,1988,1,25,1
1572,Montoya,"RB, RWB",75,Spain,30,1991-04-14,Spain Primera Division,175,73,1991,4,14,2
1579,Juanmi,"LM, ST, LW",75,Spain,28,1993-05-20,Spain Primera Division,172,69,1993,5,20,2
1581,Samu SÃ¡iz,"LM, CAM, ST",75,Spain,30,1991-01-22,Spanish Segunda DivisiÃ³n,174,68,1991,1,22,1
1582,Dani RodrÃ­guez,"CAM, LM, ST",75,Spain,33,1988-06-06,Spain Primera Division,178,71,1988,6,6,2
1588,Sergio Ãlvarez,"CDM, CB, CM",75,Spain,29,1992-01-23,Spanish Segunda DivisiÃ³n,183,74,1992,1,23,1
1589,Ãlex FernÃ¡ndez,"CAM, CDM, LM",75,Spain,28,1992-10-15,Spain Primera Division,182,72,1992,10,15,4
1590,Diego MariÃ±o,GK,75,Spain,31,1990-05-09,Spanish Segunda DivisiÃ³n,187,77,1990,5,9,2
1593,Arbilla,"CB, LB, RB",75,Spain,34,1987-05-15,Spanish Segunda DivisiÃ³n,178,76,1987,5,15,2
1598,Pulido,"CB, RB",75,Spain,30,1991-04-08,Spanish Segunda DivisiÃ³n,186,72,1991,4,8,2
1659,Jordi QuintillÃ ,"CM, CDM",75,Spain,27,1993-10-25,Swiss Super League,178,71,1993,10,25,4
1664,RubÃ©n Blanco,GK,75,Spain,25,1995-07-25,Spain Primera Division,189,80,1995,7,25,3
1670,Pere Pons,"CM, CDM, RM",75,Spain,28,1993-02-20,Spain Primera Division,177,70,1993,2,20,1
1697,Postigo,CB,75,Spain,32,1988-11-04,Spain Primera Division,185,78,1988,11,4,4
1715,Ãlvaro GarcÃ­a,"LM, RM",75,Spain,28,1992-10-27,Spain Primera Division,167,61,1992,10,27,4
1734,Jaume,GK,75,Spain,30,1990-11-05,Spain Primera Division,185,73,1990,11,5,4
1740,Carlos FernÃ¡ndez,"ST, CAM",75,Spain,25,1996-05-22,Spain Primera Division,186,72,1996,5,22,2
1746,Pablo Maffeo,"RB, RWB",75,Spain,23,1997-07-12,Spain Primera Division,172,70,1997,7,12,3
1778,Vallejo,CB,75,Spain,24,1997-01-05,Spain Primera Division,184,79,1997,1,5,1
1812,Fali,"CB, CDM",75,Spain,27,1993-08-12,Spain Primera Division,186,84,1993,8,12,3
1816,CÃ³rdoba,"LW, LM",75,Spain,24,1997-03-13,Holland Eredivisie,180,76,1997,3,13,1
1847,IvÃ¡n Alejo,"RM, LM",75,Spain,26,1995-02-10,Spain Primera Division,184,76,1995,2,10,1
1849,Javi GalÃ¡n,"LB, LWB",75,Spain,26,1994-11-19,Spain Primera Division,172,70,1994,11,19,4
1857,JoaquÃ­n,"CB, CDM",75,Spain,25,1996-05-31,Spanish Segunda DivisiÃ³n,190,72,1996,5,31,2
1880,Fran BeltrÃ¡n,"CM, CDM, CAM",75,Spain,22,1999-02-03,Spain Primera Division,165,64,1999,2,3,1
1900,Nacho Vidal,"RB, RWB",75,Spain,26,1995-01-24,Spain Primera Division,180,75,1995,1,24,1
1904,Ãscar,"CAM, CM, RM",75,Spain,23,1998-06-28,Spain Primera Division,174,68,1998,6,28,2
1911,Calero,CB,75,Spain,25,1995-09-14,Spain Primera Division,183,71,1995,9,14,3
1912,Carles PÃ©rez,"RW, CF",75,Spain,23,1998-02-16,Italian Serie A,173,75,1998,2,16,1
1915,Ãlex Centelles,LB,75,Spain,21,1999-08-30,Spanish Segunda DivisiÃ³n,185,73,1999,8,30,3
1917,Manu Vallejo,"ST, LM, CAM",75,Spain,24,1997-02-14,Spain Primera Division,167,72,1997,2,14,1
1918,MartÃ­n,"RB, RM, LB",75,Spain,25,1996-05-10,Spain Primera Division,178,69,1996,5,10,2
1939,AdriÃ  Pedrosa,"LB, LWB",75,Spain,23,1998-05-13,Spain Primera Division,176,69,1998,5,13,2
1945,Unai Vencedor,"CM, CDM",75,Spain,20,2000-11-15,Spain Primera Division,176,71,2000,11,15,4
1946,Moncayola,"CDM, CM",75,Spain,23,1998-05-13,Spain Primera Division,189,86,1998,5,13,2
1964,Mingueza,"CB, RB",75,Spain,22,1999-05-13,Spain Primera Division,184,77,1999,5,13,2
1984,Mosquera,"CDM, CM",74,Spain,33,1988-04-21,Spanish Segunda DivisiÃ³n,184,76,1988,4,21,2
1992,Oier,GK,74,Spain,31,1989-09-14,Spain Primera Division,190,86,1989,9,14,3
1994,Fran MÃ©rida,"CDM, CM, CAM",74,Spain,31,1990-03-04,Spain Primera Division,173,73,1990,3,4,1
2002,Juan Cala,CB,74,Spain,31,1989-11-26,Spain Primera Division,185,78,1989,11,26,4
2016,Fidel,"LM, CM, LWB",74,Spain,31,1989-10-27,Spain Primera Division,180,74,1989,10,27,4
2022,RubÃ©n PÃ©rez,"CM, CDM",74,Spain,32,1989-04-26,Greek Super League,178,72,1989,4,26,2
2028,Alberto Perea,LM,74,Spain,30,1990-12-19,Spain Primera Division,177,74,1990,12,19,4
2043,Osmar,"CDM, CB, CM",74,Spain,33,1988-06-05,Korean K League 1,192,86,1988,6,5,2
2046,AdriÃ¡n,GK,74,Spain,34,1987-01-03,English Premier League,190,80,1987,1,3,1
2049,Javi LÃ³pez,"RB, LB",74,Spain,35,1986-01-21,Australian Hyundai A-League,179,78,1986,1,21,1
2050,IÃ±igo PÃ©rez,"CDM, CM, LM",74,Spain,33,1988-01-18,Spain Primera Division,178,74,1988,1,18,1
2053,Ximo Navarro,"RB, CB",74,Spain,31,1990-01-23,Spain Primera Division,176,75,1990,1,23,1
2088,ToÃ±o GarcÃ­a,"LB, LM",74,Spain,31,1989-11-07,Spanish Segunda DivisiÃ³n,179,69,1989,11,7,4
2100,Patric,"CB, RB, RM",74,Spain,28,1993-04-17,Italian Serie A,184,72,1993,4,17,2
2112,Lucas TorrÃ³,"CDM, CM",74,Spain,26,1994-07-19,Spain Primera Division,190,77,1994,7,19,3
2115,Omar Mascarell,"CDM, CM",74,Spain,28,1993-02-02,Spain Primera Division,181,76,1993,2,2,1
