,short_name,player_positions,overall,nationality_name,age,dob,league_name,height_cm,weight_kg,year,month,day,trimestre
209,L. Stindl,"CAM, ST",82,Germany,32,1988-08-26,German 1. Bundesliga,181,80,1988,8,26,3
211,K. Trapp,GK,82,Germany,30,1990-07-08,German 1. Bundesliga,189,88,1990,7,8,3
215,M. GÃ¶tze,"CAM, CM",82,Germany,29,1992-06-03,Holland Eredivisie,177,71,1992,6,3,2
221,O. Baumann,GK,82,Germany,31,1990-06-02,German 1. Bundesliga,187,82,1990,6,2,2
235,E. Can,"CM, CB, CDM",82,Germany,27,1994-01-12,German 1. Bundesliga,186,86,1994,1,12,1
244,N. SÃ¼le,"CB, RB",82,Germany,25,1995-09-03,German 1. Bundesliga,195,99,1995,9,3,3
275,F. Neuhaus,CM,82,Germany,24,1997-03-16,German 1. Bundesliga,185,74,1997,3,16,1
298,M. Kruse,"CF, CAM",81,Germany,33,1988-03-19,German 1. Bundesliga,180,76,1988,3,19,1
330,M. Arnold,"CDM, CM",81,Germany,27,1994-05-27,German 1. Bundesliga,184,74,1994,5,27,2
344,J. Brandt,"CAM, CM, CF",81,Germany,25,1996-05-02,German 1. Bundesliga,185,83,1996,5,2,2
429,J. Draxler,"CAM, LW, CM",80,Germany,27,1993-09-20,French Ligue 1,187,77,1993,9,20,3
430,D. Demme,"CDM, CM",80,Germany,29,1991-11-21,Italian Serie A,172,71,1991,11,21,4
450,P. Max,LB,80,Germany,27,1993-09-30,Holland Eredivisie,177,77,1993,9,30,3
464,L. Klostermann,"CB, RB, RWB",80,Germany,25,1996-06-03,German 1. Bundesliga,187,88,1996,6,3,2
501,R. Baku,"RM, RB, CM",80,Germany,23,1998-04-08,German 1. Bundesliga,176,75,1998,4,8,2
518,M. Ãzil,"CAM, RW",79,Germany,32,1988-10-15,Turkish SÃ¼per Lig,180,71,1988,10,15,4
561,K. Bellarabi,"RW, RM",79,Germany,31,1990-04-08,German 1. Bundesliga,184,81,1990,4,8,2
565,C. Kramer,CDM,79,Germany,30,1991-02-19,German 1. Bundesliga,191,76,1991,2,19,1
579,C. GÃ¼nter,"LB, LM, LWB",79,Germany,28,1993-02-28,German 1. Bundesliga,184,83,1993,2,28,1
581,J. Hofmann,"CM, RM, LM",79,Germany,28,1992-07-14,German 1. Bundesliga,176,73,1992,7,14,3
587,K. Demirbay,"CM, CDM",79,Germany,27,1993-07-03,German 1. Bundesliga,183,73,1993,7,3,3
598,M. Dahoud,"CM, CDM",79,Germany,25,1996-01-01,German 1. Bundesliga,178,68,1996,1,1,1
606,J. Weigl,"CM, CDM",79,Germany,25,1995-09-08,Portuguese Liga ZON SAGRES,186,80,1995,9,8,3
724,S. Ortega,GK,78,Germany,28,1992-11-06,German 1. Bundesliga,185,88,1992,11,6,4
736,A. Younes,"CAM, CF, LM",78,Germany,27,1993-08-06,German 1. Bundesliga,168,70,1993,8,6,3
743,J. Hector,"CDM, LB",78,Germany,31,1990-05-27,German 1. Bundesliga,185,75,1990,5,27,2
750,M. Halstenberg,"CB, LB",78,Germany,29,1991-09-27,German 1. Bundesliga,188,87,1991,9,27,3
759,J. Tah,CB,78,Germany,25,1996-02-11,German 1. Bundesliga,195,98,1996,2,11,1
782,M. Friedrich,CB,78,Germany,25,1995-12-13,German 1. Bundesliga,192,81,1995,12,13,4
862,F. Wirtz,"CAM, CM",78,Germany,18,2003-05-03,German 1. Bundesliga,176,70,2003,5,3,2
928,S. Rode,"CDM, CM",77,Germany,30,1990-10-11,German 1. Bundesliga,179,71,1990,10,11,4
929,N. Schulz,"LB, LM, LWB",77,Germany,28,1993-04-01,German 1. Bundesliga,181,83,1993,4,1,2
939,A. Schwolow,GK,77,Germany,29,1992-06-02,German 1. Bundesliga,190,84,1992,6,2,2
968,Y. Gerhardt,CM,77,Germany,27,1994-03-13,German 1. Bundesliga,184,81,1994,3,13,1
986,M. Philipp,"CF, CAM, LM",77,Germany,27,1994-03-01,German 1. Bundesliga,183,79,1994,3,1,1
994,L. Waldschmidt,"CF, ST",77,Germany,25,1996-05-19,German 1. Bundesliga,181,74,1996,5,19,2
1018,N. Amiri,"CAM, CM",77,Germany,24,1996-10-27,German 1. Bundesliga,180,77,1996,10,27,4
1061,F. Uduokhai,CB,77,Germany,23,1997-09-09,German 1. Bundesliga,193,89,1997,9,9,3
1076,F. MÃ¼ller,GK,77,Germany,23,1997-11-13,German 1. Bundesliga,190,88,1997,11,13,4
1087,R. Koch,"CB, CDM",77,Germany,24,1996-07-17,English Premier League,191,83,1996,7,17,3
1184,S. Rudy,"CM, CDM, RB",76,Germany,31,1990-02-28,German 1. Bundesliga,180,74,1990,2,28,1
1188,P. GroÃ,"CM, RM, CAM",76,Germany,30,1991-06-15,English Premier League,181,78,1991,6,15,2
1191,K. Vogt,"CB, CDM",76,Germany,29,1991-09-23,German 1. Bundesliga,194,87,1991,9,23,3
1192,A. Luthe,GK,76,Germany,34,1987-03-10,German 1. Bundesliga,195,85,1987,3,10,1
1213,T. Horn,GK,76,Germany,28,1993-05-12,German 1. Bundesliga,192,90,1993,5,12,2
1226,D. da Costa,"RWB, RM",76,Germany,27,1993-07-13,German 1. Bundesliga,187,85,1993,7,13,3
1229,R. Knoche,CB,76,Germany,29,1992-05-22,German 1. Bundesliga,190,77,1992,5,22,2
1245,N. FÃ¼llkrug,ST,76,Germany,28,1993-02-09,German 2. Bundesliga,189,83,1993,2,9,1
1263,M. MÃ¼ller,GK,76,Germany,27,1993-07-12,Swiss Super League,192,92,1993,7,12,3
1276,M. Kempf,CB,76,Germany,26,1995-01-28,German 1. Bundesliga,186,87,1995,1,28,1
1285,R. Andrich,"CM, CDM",76,Germany,26,1994-09-22,German 1. Bundesliga,187,83,1994,9,22,3
1293,N. Stark,"CB, CDM",76,Germany,26,1995-04-14,German 1. Bundesliga,190,88,1995,4,14,2
1346,T. Kehrer,"CB, RB",76,Germany,24,1996-09-21,French Ligue 1,186,76,1996,9,21,3
1357,B. Henrichs,"RB, LB, RM",76,Germany,24,1997-02-23,German 1. Bundesliga,183,79,1997,2,23,1
1367,S. Serdar,"CM, CDM",76,Germany,24,1997-04-11,German 1. Bundesliga,184,75,1997,4,11,2
1514,N. Petersen,ST,75,Germany,32,1988-12-06,German 1. Bundesliga,188,82,1988,12,6,4
1515,S. Terodde,ST,75,Germany,33,1988-03-02,German 2. Bundesliga,192,83,1988,3,2,1
1531,S. Ulreich,GK,75,Germany,32,1988-08-03,German 1. Bundesliga,192,87,1988,8,3,3
1543,B. HÃ¼bner,CB,75,Germany,31,1989-07-04,German 1. Bundesliga,193,86,1989,7,4,3
1596,M. Uth,"CAM, CF, ST",75,Germany,29,1991-08-24,German 1. Bundesliga,185,72,1991,8,24,3
1614,L. Bittencourt,"CAM, RM",75,Germany,27,1993-12-19,German 2. Bundesliga,170,62,1993,12,19,4
1618,L. Karius,GK,75,Germany,28,1993-06-22,English Premier League,189,87,1993,6,22,2
1619,K. GÃ¼nter,CB,75,Germany,26,1994-08-16,Italian Serie A,184,79,1994,8,16,3
1672,A. Hahn,"ST, RM",75,Germany,30,1990-08-13,German 1. Bundesliga,185,80,1990,8,13,3
1673,F. Niederlechner,ST,75,Germany,30,1990-10-24,German 1. Bundesliga,187,86,1990,10,24,4
1674,D. Kohr,"CDM, CM",75,Germany,27,1994-01-31,German 1. Bundesliga,183,80,1994,1,31,1
1765,A. NÃ¼bel,GK,75,Germany,24,1996-09-30,French Ligue 1,193,88,1996,9,30,3
1772,M. Wolf,"RM, RB, RWB",75,Germany,26,1995-05-27,German 1. Bundesliga,188,81,1995,5,27,2
1791,M. Eggestein,"CM, CDM",75,Germany,24,1996-12-08,German 1. Bundesliga,181,75,1996,12,8,4
1810,W. Anton,"CB, CDM",75,Germany,24,1996-07-20,German 1. Bundesliga,189,84,1996,7,20,3
1846,N. Dorsch,"CDM, CM",75,Germany,23,1998-01-15,German 1. Bundesliga,178,76,1998,1,15,1
1892,M. Berisha,ST,75,Germany,23,1998-05-11,Turkish SÃ¼per Lig,186,79,1998,5,11,2
1941,A. Pieper,CB,75,Germany,23,1998-01-17,German 1. Bundesliga,191,84,1998,1,17,1
1962,J. Musiala,"CAM, LM",75,Germany,18,2003-02-26,German 1. Bundesliga,180,68,2003,2,26,1
1986,R. FÃ¤hrmann,GK,74,Germany,32,1988-09-27,German 2. Bundesliga,197,98,1988,9,27,3
1993,F. Bartels,"RW, LW, CF",74,Germany,34,1987-02-07,German 2. Bundesliga,176,69,1987,2,7,1
2034,M. Plattenhardt,LB,74,Germany,29,1992-01-26,German 1. Bundesliga,181,78,1992,1,26,1
2054,P. Herrmann,"RM, RW",74,Germany,30,1991-02-12,German 1. Bundesliga,179,71,1991,2,12,1
2056,S. Bell,CB,74,Germany,29,1991-08-24,German 1. Bundesliga,192,88,1991,8,24,3
2060,M. Riemann,GK,74,Germany,32,1988-09-09,German 1. Bundesliga,186,83,1988,9,9,3
2064,L. Unnerstall,GK,74,Germany,30,1990-07-20,Holland Eredivisie,198,103,1990,7,20,3
2101,S. Dursun,ST,74,Germany,29,1991-10-19,Turkish SÃ¼per Lig,190,80,1991,10,19,4
2102,D. Heintz,CB,74,Germany,27,1993-08-15,German 1. Bundesliga,190,89,1993,8,15,3
2109,T. Strobl,"CDM, CB",74,Germany,31,1990-05-12,German 1. Bundesliga,188,87,1990,5,12,2
2110,E. Durm,"RWB, RM",74,Germany,29,1992-05-12,German 1. Bundesliga,183,72,1992,5,12,2
2134,R. Khedira,"CDM, CB",74,Germany,27,1994-01-27,German 1. Bundesliga,188,84,1994,1,27,1
2160,P. Mainka,CB,74,Germany,26,1994-11-06,German 2. Bundesliga,194,86,1994,11,6,4
2184,T. Leibold,"LB, LM",74,Germany,27,1993-11-30,German 2. Bundesliga,174,72,1993,11,30,4
2198,R. Zentner,GK,74,Germany,26,1994-10-28,German 1. Bundesliga,194,96,1994,10,28,4
2233,M. MittelstÃ¤dt,"LB, LM",74,Germany,24,1997-03-18,German 1. Bundesliga,180,71,1997,3,18,1
2242,L. Nmecha,ST,74,Germany,22,1998-12-14,German 1. Bundesliga,185,80,1998,12,14,4
2346,A. Maier,"CM, CDM",74,Germany,22,1999-01-08,German 1. Bundesliga,186,79,1999,1,8,1
2351,M. Richter,"RM, CAM, LM",74,Germany,23,1997-11-24,German 1. Bundesliga,176,74,1997,11,24,4
2434,L. Podolski,"CAM, ST",73,Germany,36,1985-06-04,Polish T-Mobile Ekstraklasa,183,88,1985,6,4,2
2439,P. Pentke,GK,73,Germany,36,1985-05-01,German 1. Bundesliga,191,84,1985,5,1,2
2467,T. Sippel,GK,73,Germany,33,1988-03-22,German 1. Bundesliga,183,80,1988,3,22,1
2481,M. MÃ¤nnel,GK,73,Germany,33,1988-03-16,German 2. Bundesliga,183,80,1988,3,16,1
2494,R. Zieler,GK,73,Germany,32,1989-02-12,German 2. Bundesliga,188,81,1989,2,12,1
2508,D. Latza,"CM, CDM",73,Germany,31,1989-12-07,German 2. Bundesliga,179,76,1989,12,7,4
2514,T. Jantschke,"CB, RB",73,Germany,31,1990-04-07,German 1. Bundesliga,177,76,1990,4,7,2
2519,M. Gulde,CB,73,Germany,30,1991-02-12,German 1. Bundesliga,184,80,1991,2,12,1
2520,T. Arslan,"CDM, CM",73,Germany,30,1990-08-16,Italian Serie A,180,77,1990,8,16,3
2533,S. Mustafi,CB,73,Germany,29,1992-04-17,Spain Primera Division,184,83,1992,4,17,2
2535,D. Ginczek,"ST, RW",73,Germany,30,1991-04-13,German 1. Bundesliga,190,85,1991,4,13,2
2538,F. Klos,ST,73,Germany,33,1987-12-02,German 1. Bundesliga,194,93,1987,12,2,4
2549,D. Didavi,"CAM, CF",73,Germany,31,1990-02-21,German 1. Bundesliga,180,77,1990,2,21,1
2559,M. Ducksch,ST,73,Germany,27,1994-03-07,German 2. Bundesliga,188,79,1994,3,7,1
2576,S. Kittel,"LW, CAM",73,Germany,28,1993-01-06,German 2. Bundesliga,179,76,1993,1,6,1
2578,L. Rupp,"CM, CDM",73,Germany,30,1991-01-08,English Premier League,178,73,1991,1,8,1
2595,S. Zoller,"ST, RM, LM",73,Germany,30,1991-06-26,German 1. Bundesliga,179,70,1991,6,26,2
2631,M. Weiser,"RB, RM",73,Germany,27,1994-04-21,German 2. Bundesliga,177,73,1994,4,21,2
2672,K. MÃ¶hwald,"CM, CAM",73,Germany,27,1993-07-03,German 1. Bundesliga,183,77,1993,7,3,3
2674,J. Haberer,"CM, CF, RM",73,Germany,27,1994-04-02,German 1. Bundesliga,186,78,1994,4,2,2
2676,M. Meyer,"CM, CAM, LM",73,Germany,25,1995-09-18,Turkish SÃ¼per Lig,173,68,1995,9,18,3
2680,C. Lenz,"LB, LM, LWB",73,Germany,26,1994-09-22,German 1. Bundesliga,180,75,1994,9,22,3
2702,T. Kleindienst,ST,73,Germany,25,1995-08-31,German 2. Bundesliga,194,85,1995,8,31,3
2712,J. Toljan,"RB, LB",73,Germany,26,1994-08-08,Italian Serie A,182,73,1994,8,8,3
2716,S. Schonlau,CB,73,Germany,26,1994-08-05,German 2. Bundesliga,185,80,1994,8,5,3
2768,P. Seguin,CM,73,Germany,26,1995-03-29,German 1. Bundesliga,186,79,1995,3,29,1
2794,M. Wittek,"LWB, LB",73,Germany,25,1995-08-21,Holland Eredivisie,173,70,1995,8,21,3
2896,H. Wahl,CB,73,Germany,27,1994-04-15,German 2. Bundesliga,189,85,1994,4,15,2
2938,V. Janelt,"CDM, CM",73,Germany,23,1998-05-10,English Premier League,184,79,1998,5,10,2
2941,S. Ãzcan,CM,73,Germany,23,1998-01-11,German 1. Bundesliga,180,74,1998,1,11,1
2944,D. Geiger,CM,73,Germany,23,1998-06-10,German 1. Bundesliga,173,67,1998,6,10,2
2964,D. Raum,"LB, LM",73,Germany,23,1998-04-22,German 1. Bundesliga,180,75,1998,4,22,2
2967,J. Torunarigha,"CB, LB",73,Germany,23,1997-08-07,German 1. Bundesliga,191,80,1997,8,7,3
2972,J. Gressel,"RM, RWB, CAM",73,Germany,27,1993-12-16,USA Major League Soccer,185,84,1993,12,16,4
2991,K. Wagner,"LB, LWB, LM",73,Germany,24,1997-02-15,USA Major League Soccer,182,78,1997,2,15,1
3010,C. FÃ¼hrich,"RM, ST",73,Germany,23,1998-01-09,German 1. Bundesliga,178,69,1998,1,9,1
3033,F. KrÃ¼ger,"ST, LW, LM",73,Germany,22,1999-02-13,German 1. Bundesliga,186,81,1999,2,13,1
3055,N. Schlotterbeck,CB,73,Germany,21,1999-12-01,German 1. Bundesliga,191,86,1999,12,1,4
3106,C. Gentner,"CM, CDM, CAM",72,Germany,35,1985-08-14,Swiss Super League,189,81,1985,8,14,3
3128,R. Hennings,ST,72,Germany,33,1987-08-28,German 2. Bundesliga,180,80,1987,8,28,3
3142,R. Tesche,"CDM, CM",72,Germany,34,1987-05-27,German 1. Bundesliga,182,78,1987,5,27,2
3170,D. Brosinski,"RWB, RB, LWB",72,Germany,32,1988-07-17,German 1. Bundesliga,178,70,1988,7,17,3
3171,S. Burchert,GK,72,Germany,31,1989-10-30,German 1. Bundesliga,187,78,1989,10,30,4
3174,D. Diekmeier,"RWB, RB",72,Germany,31,1989-10-20,German 2. Bundesliga,188,79,1989,10,20,4
3216,L. Sobiech,CB,72,Germany,30,1991-01-18,German 2. Bundesliga,196,91,1991,1,18,1
3232,P. Testroet,ST,72,Germany,30,1990-09-26,German 2. Bundesliga,186,86,1990,9,26,3
3256,A. Hoffmann,CB,72,Germany,28,1993-02-28,German 2. Bundesliga,190,84,1993,2,28,1
3259,N. HÃ¶fler,"CDM, CM",72,Germany,31,1990-03-09,German 1. Bundesliga,181,79,1990,3,9,1
3262,M. Esser,GK,72,Germany,33,1987-11-22,German 1. Bundesliga,198,97,1987,11,22,4
3265,C. Schindler,CB,72,Germany,31,1990-04-29,German 2. Bundesliga,188,77,1990,4,29,2
3276,F. Klaus,"RM, LM",72,Germany,28,1992-09-13,German 2. Bundesliga,179,79,1992,9,13,3
3280,K. MÃ¼ller,GK,72,Germany,30,1991-03-15,German 2. Bundesliga,190,90,1991,3,15,1
3288,J. Blaswich,GK,72,Germany,30,1991-05-02,Holland Eredivisie,193,88,1991,5,2,2
3289,T. Trybull,"CDM, CM",72,Germany,28,1993-03-09,German 2. Bundesliga,181,72,1993,3,9,1
3294,P. Bauer,CB,72,Germany,28,1992-10-28,English League Championship,192,88,1992,10,28,4
3322,P. Hofmann,ST,72,Germany,28,1993-03-30,German 2. Bundesliga,195,89,1993,3,30,1
3327,A. Jung,"CB, LB",72,Germany,29,1991-11-03,German 2. Bundesliga,185,81,1991,11,3,4
3334,L. KÃ¼bler,"RB, RWB",72,Germany,28,1992-08-30,German 1. Bundesliga,182,74,1992,8,30,3
3337,A. MÃ¼hling,CM,72,Germany,28,1992-09-05,German 2. Bundesliga,186,84,1992,9,5,3
3342,H. Mukhtar,"CAM, CF",72,Germany,26,1995-03-21,USA Major League Soccer,173,71,1995,3,21,1
3361,R. Czichos,"CB, LB",72,Germany,31,1990-05-14,German 1. Bundesliga,187,86,1990,5,14,2
3362,A. Voglsammer,"LM, ST",72,Germany,29,1992-01-09,German 1. Bundesliga,178,81,1992,1,9,1
3372,J. Meffert,"CDM, CM",72,Germany,26,1994-09-04,German 2. Bundesliga,186,76,1994,9,4,3
3377,L. ÃztunalÄ±,"RM, RW, CM",72,Germany,25,1996-03-15,German 1. Bundesliga,184,79,1996,3,15,1
3381,M. Gersbeck,GK,72,Germany,26,1995-06-20,German 2. Bundesliga,187,83,1995,6,20,2
3455,M. Sobottka,"CDM, CM",72,Germany,27,1994-04-25,German 2. Bundesliga,185,75,1994,4,25,2
3456,E. Thommy,"LM, RM, CAM",72,Germany,26,1994-08-20,German 1. Bundesliga,175,71,1994,8,20,3
3467,O. HÃ¼sing,CB,72,Germany,28,1993-02-17,German 2. Bundesliga,193,92,1993,2,17,1
3468,L. Zingerle,GK,72,Germany,27,1994-04-10,German 2. Bundesliga,185,78,1994,4,10,2
3469,S. Griesbeck,CDM,72,Germany,30,1990-10-03,German 1. Bundesliga,189,85,1990,10,3,4
3486,T. Baumgartl,CB,72,Germany,25,1996-03-04,German 1. Bundesliga,190,89,1996,3,4,1
3487,S. Ernst,"CAM, CM",72,Germany,26,1995-03-04,German 2. Bundesliga,179,68,1995,3,4,1
3489,M. Schulz,"CDM, CB, CM",72,Germany,26,1995-01-15,Swiss Super League,186,80,1995,1,15,1
3503,M. Busch,RB,72,Germany,26,1994-12-08,German 2. Bundesliga,182,80,1994,12,8,4
3533,G. PrÃ¶mel,"CM, CDM",72,Germany,26,1995-01-09,German 1. Bundesliga,184,81,1995,1,9,1
3536,L. GÃ¶rtler,"CM, RM, CAM",72,Germany,27,1994-06-15,Swiss Super League,186,80,1994,6,15,2
3622,J. Horn,"LB, LWB, CB",72,Germany,24,1997-02-06,German 1. Bundesliga,186,77,1997,2,6,1
3625,J. Serra,ST,72,Germany,23,1998-03-13,German 1. Bundesliga,193,87,1998,3,13,1
3659,J. Eggestein,"ST, RW",72,Germany,23,1998-05-08,Belgian Jupiler Pro League,183,75,1998,5,8,2
3667,M. Leitsch,"CB, LB",72,Germany,23,1998-05-16,German 1. Bundesliga,188,75,1998,5,16,2
3689,P. FÃ¶rster,"CAM, CF",72,Germany,26,1995-02-04,German 1. Bundesliga,188,82,1995,2,4,1
3701,D. Srbeny,ST,72,Germany,27,1994-05-05,German 2. Bundesliga,190,83,1994,5,5,2
3748,K. Schlotterbeck,CB,72,Germany,24,1997-04-28,German 1. Bundesliga,189,84,1997,4,28,2
3749,A. Fein,CDM,72,Germany,22,1999-03-18,German 1. Bundesliga,187,78,1999,3,18,1
3784,M. MeyerhÃ¶fer,"RB, RM",72,Germany,25,1995-11-18,German 1. Bundesliga,179,74,1995,11,18,4
3846,P. Tschauner,GK,71,Germany,35,1985-11-03,German 1. Bundesliga,196,100,1985,11,3,4
3885,N. Theuerkauf,"LB, CDM, CB",71,Germany,34,1987-01-24,German 2. Bundesliga,183,80,1987,1,24,1
3903,L. Holtby,CM,71,Germany,30,1990-09-18,German 2. Bundesliga,176,72,1990,9,18,3
3909,M. Schmelzer,LB,71,Germany,33,1988-01-22,German 1. Bundesliga,180,74,1988,1,22,1
3911,B. Oczipka,"LB, LWB, CB",71,Germany,32,1989-01-12,German 1. Bundesliga,185,85,1989,1,12,1
3912,M. SchÃ¤ffler,ST,71,Germany,32,1989-02-06,German 2. Bundesliga,189,89,1989,2,6,1
3934,M. Stiepermann,CAM,71,Germany,30,1991-02-09,German 2. Bundesliga,190,86,1991,2,9,1
3935,M. Zimmermann,RB,71,Germany,29,1992-06-16,German 2. Bundesliga,177,76,1992,6,16,2
3962,D. Drexler,"CAM, CM, LM",71,Germany,31,1990-05-26,German 2. Bundesliga,182,71,1990,5,26,2
3968,T. Kempe,"CAM, CM",71,Germany,32,1989-06-27,German 2. Bundesliga,184,77,1989,6,27,2
3990,M. Leitner,"CM, CDM",71,Germany,28,1992-12-08,Swiss Super League,178,67,1992,12,8,4
4002,J. Geis,CDM,71,Germany,27,1993-08-17,German 2. Bundesliga,181,81,1993,8,17,3
4014,M. Franke,CB,71,Germany,28,1993-04-05,German 2. Bundesliga,193,90,1993,4,5,2
4017,F. HÃ¼bner,CB,71,Germany,30,1991-03-01,German 2. Bundesliga,193,84,1991,3,1,1
4036,T. Leistner,CB,71,Germany,30,1990-08-19,Belgian Jupiler Pro League,190,87,1990,8,19,3
4062,F. Holland,"LB, LWB",71,Germany,30,1990-07-11,German 2. Bundesliga,172,74,1990,7,11,3
4066,D. Blum,"RM, LM",71,Germany,30,1991-01-07,German 1. Bundesliga,183,83,1991,1,7,1
4073,M. Schuhen,GK,71,Germany,28,1993-01-13,German 2. Bundesliga,188,85,1993,1,13,1
4094,J. Gondorf,"CM, CDM",71,Germany,33,1988-06-26,German 2. Bundesliga,176,74,1988,6,26,2
4105,D. Selke,ST,71,Germany,26,1995-01-20,German 1. Bundesliga,194,84,1995,1,20,1
4139,R. Framberger,"RB, RWB",71,Germany,25,1995-09-06,German 1. Bundesliga,179,76,1995,9,6,3
4220,R. Bauer,"RB, CB, LB",71,Germany,26,1995-04-09,Belgian Jupiler Pro League,183,79,1995,4,9,2
4224,M. SchwÃ¤be,GK,71,Germany,26,1995-04-25,German 1. Bundesliga,188,83,1995,4,25,2
4231,J. Pollersbeck,GK,71,Germany,26,1994-08-16,French Ligue 1,195,87,1994,8,16,3
4318,A. Hack,CB,71,Germany,27,1993-09-08,German 1. Bundesliga,193,88,1993,9,8,3
4374,T. HÃ¼bers,CB,71,Germany,24,1996-07-20,German 1. Bundesliga,190,82,1996,7,20,3
4377,L. HÃ¶ler,"ST, CF",71,Germany,26,1994-07-10,German 1. Bundesliga,184,83,1994,7,10,3
4419,E. LÃ¶wen,"CM, CAM, CDM",71,Germany,24,1997-01-28,German 1. Bundesliga,188,91,1997,1,28,1
4425,C. Zimmermann,CB,71,Germany,28,1993-01-12,English Premier League,194,92,1993,1,12,1
4427,R. Hack,"CAM, LM, CF",71,Germany,22,1998-08-27,German 1. Bundesliga,176,68,1998,8,27,3
4476,J. Vagnoman,"RB, LB, RM",71,Germany,20,2000-12-11,German 2. Bundesliga,187,86,2000,12,11,4
4496,D. Kyereh,"CAM, ST, RM",71,Germany,25,1996-03-08,German 2. Bundesliga,179,73,1996,3,8,1
4499,J. Burkardt,"ST, RM",71,Germany,20,2000-07-11,German 1. Bundesliga,181,76,2000,7,11,3
4510,K. Behrens,ST,71,Germany,30,1991-02-03,German 1. Bundesliga,184,84,1991,2,3,1
4527,A. Bella Kotchap,CB,71,Germany,19,2001-12-11,German 1. Bundesliga,190,87,2001,12,11,4
4543,F. Kastenmeier,GK,71,Germany,24,1997-06-28,German 2. Bundesliga,192,85,1997,6,28,2
4547,K. Adeyemi,ST,71,Germany,19,2002-01-18,Austrian Football Bundesliga,177,69,2002,1,18,1
4554,I. Jakobs,"LM, LWB",71,Germany,21,1999-08-17,French Ligue 1,184,75,1999,8,17,3
4567,J. Thielmann,"RM, CF",71,Germany,19,2002-05-26,German 1. Bundesliga,178,72,2002,5,26,2
4607,U. HÃ¼nemeier,CB,70,Germany,35,1986-01-09,German 2. Bundesliga,189,85,1986,1,9,1
4692,L. Thy,ST,70,Germany,29,1992-02-25,Holland Eredivisie,184,78,1992,2,25,1
4703,C. GroÃ,"CB, CDM",70,Germany,32,1989-02-08,German 2. Bundesliga,183,75,1989,2,8,1
4741,T. Beermann,CB,70,Germany,30,1990-12-10,German 3. Bundesliga,188,85,1990,12,10,4
4761,D. Kaiser,"CM, CAM, CDM",70,Germany,32,1988-09-16,German 2. Bundesliga,171,69,1988,9,16,3
4793,J. Korb,"RB, RWB",70,Germany,29,1992-03-21,German 2. Bundesliga,177,70,1992,3,21,1
4802,P. Klement,"CAM, CM",70,Germany,28,1992-09-09,German 1. Bundesliga,175,72,1992,9,9,3
4804,M. Thiede,"RB, RW",70,Germany,29,1992-05-20,German 2. Bundesliga,178,75,1992,5,20,2
4811,B. Uphoff,GK,70,Germany,27,1993-08-08,German 1. Bundesliga,192,84,1993,8,8,3
4821,P. KÃ¼hn,GK,70,Germany,28,1992-09-02,German 3. Bundesliga,188,95,1992,9,2,3
4853,M. Kolke,GK,70,Germany,30,1990-08-18,German 2. Bundesliga,187,91,1990,8,18,3
4859,S. Kerk,"CAM, CF, LM",70,Germany,27,1994-04-17,German 2. Bundesliga,184,76,1994,4,17,2
4866,D. Kinsombi,"CM, CDM",70,Germany,25,1995-12-12,German 2. Bundesliga,183,74,1995,12,12,4
